paper_uid_after_direct_w,cohort,target_year,target_topic,partial,eng_cite_count,Y_jc,obs_start,obs_end,age_jc,age_bin,N_topic_jc,ln_offset
P00174066,C1,2004.0,0,1,0,0,2004.0,2009,2.5,3-5,16,2.833213344056216
P00174066,C2,2004.0,0,0,0,0,2010.0,2014,8.0,6-10,47,3.871201010907891
P00174066,C3,2004.0,0,0,0,0,2015.0,2019,13.0,11+,59,4.0943445622221
P00174066,C4,2004.0,0,0,0,0,2020.0,2024,18.0,11+,61,4.127134385045092
P00174067,C1,2001.0,-1,1,0,0,2001.0,2009,4.0,3-5,7,2.0794415416798357
P00174067,C2,2001.0,-1,0,0,0,2010.0,2014,11.0,11+,57,4.060443010546419
P00174067,C3,2001.0,-1,0,0,0,2015.0,2019,16.0,11+,66,4.204692619390966
P00174067,C4,2001.0,-1,0,0,0,2020.0,2024,21.0,11+,79,4.382026634673881
P00174068,C1,2002.0,11,1,0,0,2002.0,2009,3.5,3-5,1,0.6931471805599453
P00174068,C2,2002.0,11,0,0,0,2010.0,2014,10.0,6-10,4,1.6094379124341003
P00174068,C3,2002.0,11,0,0,0,2015.0,2019,15.0,11+,9,2.302585092994046
P00174068,C4,2002.0,11,0,0,0,2020.0,2024,20.0,11+,5,1.791759469228055
P00174069,C1,2003.0,0,1,0,0,2003.0,2009,3.0,3-5,16,2.833213344056216
P00174069,C2,2003.0,0,0,0,0,2010.0,2014,9.0,6-10,47,3.871201010907891
P00174069,C3,2003.0,0,0,0,0,2015.0,2019,14.0,11+,59,4.0943445622221
P00174069,C4,2003.0,0,0,0,0,2020.0,2024,19.0,11+,61,4.127134385045092
P00174070,C1,2003.0,-1,1,0,0,2003.0,2009,3.0,3-5,7,2.0794415416798357
P00174070,C2,2003.0,-1,0,0,0,2010.0,2014,9.0,6-10,57,4.060443010546419
P00174070,C3,2003.0,-1,0,0,0,2015.0,2019,14.0,11+,66,4.204692619390966
P00174070,C4,2003.0,-1,0,0,0,2020.0,2024,19.0,11+,79,4.382026634673881
P00174077,C1,2002.0,-1,1,0,0,2002.0,2009,3.5,3-5,7,2.0794415416798357
P00174077,C2,2002.0,-1,0,0,0,2010.0,2014,10.0,6-10,57,4.060443010546419
P00174077,C3,2002.0,-1,0,0,0,2015.0,2019,15.0,11+,66,4.204692619390966
P00174077,C4,2002.0,-1,0,0,0,2020.0,2024,20.0,11+,79,4.382026634673881
P00174079,C1,1995.0,8,1,0,0,1995.0,2009,7.0,6-10,0,0.0
P00174079,C2,1995.0,8,0,0,0,2010.0,2014,17.0,11+,3,1.3862943611198906
P00174079,C3,1995.0,8,0,0,0,2015.0,2019,22.0,11+,0,0.0
P00174079,C4,1995.0,8,0,0,0,2020.0,2024,27.0,11+,1,0.6931471805599453
P00174084,C1,2003.0,-1,1,0,0,2003.0,2009,3.0,3-5,7,2.0794415416798357
P00174084,C2,2003.0,-1,0,0,0,2010.0,2014,9.0,6-10,57,4.060443010546419
P00174084,C3,2003.0,-1,0,0,0,2015.0,2019,14.0,11+,66,4.204692619390966
P00174084,C4,2003.0,-1,0,0,0,2020.0,2024,19.0,11+,79,4.382026634673881
P00174085,C1,2000.0,32,1,0,0,2000.0,2009,4.5,3-5,0,0.0
P00174085,C2,2000.0,32,0,0,0,2010.0,2014,12.0,11+,0,0.0
P00174085,C3,2000.0,32,0,0,0,2015.0,2019,17.0,11+,0,0.0
P00174085,C4,2000.0,32,0,0,0,2020.0,2024,22.0,11+,0,0.0
P00174086,C1,2001.0,-1,1,0,0,2001.0,2009,4.0,3-5,7,2.0794415416798357
P00174086,C2,2001.0,-1,0,0,0,2010.0,2014,11.0,11+,57,4.060443010546419
P00174086,C3,2001.0,-1,0,0,0,2015.0,2019,16.0,11+,66,4.204692619390966
P00174086,C4,2001.0,-1,0,0,0,2020.0,2024,21.0,11+,79,4.382026634673881
P00174087,C1,2005.0,2,1,0,0,2005.0,2009,2.0,0-2,3,1.3862943611198906
P00174087,C2,2005.0,2,0,0,0,2010.0,2014,7.0,6-10,10,2.3978952727983707
P00174087,C3,2005.0,2,0,0,0,2015.0,2019,12.0,11+,28,3.367295829986474
P00174087,C4,2005.0,2,0,0,0,2020.0,2024,17.0,11+,10,2.3978952727983707
P00174127,C1,2004.12,9,1,0,0,2004.12,2009,2.4400000000000546,3-5,0,0.0
P00174127,C2,2004.12,9,0,0,0,2010.0,2014,7.880000000000109,6-10,3,1.3862943611198906
P00174127,C3,2004.12,9,0,0,0,2015.0,2019,12.88000000000011,11+,5,1.791759469228055
P00174127,C4,2004.12,9,0,0,0,2020.0,2024,17.88000000000011,11+,5,1.791759469228055
P00174129,C1,2005.5,9,1,0,0,2005.5,2009,1.75,0-2,0,0.0
P00174129,C2,2005.5,9,0,0,0,2010.0,2014,6.5,6-10,3,1.3862943611198906
P00174129,C3,2005.5,9,0,0,0,2015.0,2019,11.5,11+,5,1.791759469228055
P00174129,C4,2005.5,9,0,0,0,2020.0,2024,16.5,11+,5,1.791759469228055
P00174130,C1,2005.8,9,1,0,0,2005.8,2009,1.6000000000001364,0-2,0,0.0
P00174130,C2,2005.8,9,0,0,0,2010.0,2014,6.2000000000000455,6-10,3,1.3862943611198906
P00174130,C3,2005.8,9,0,0,0,2015.0,2019,11.200000000000045,11+,5,1.791759469228055
P00174130,C4,2005.8,9,0,0,0,2020.0,2024,16.200000000000045,11+,5,1.791759469228055
P00174131,C1,2005.0,9,1,0,0,2005.0,2009,2.0,0-2,0,0.0
P00174131,C2,2005.0,9,0,0,0,2010.0,2014,7.0,6-10,3,1.3862943611198906
P00174131,C3,2005.0,9,0,0,0,2015.0,2019,12.0,11+,5,1.791759469228055
P00174131,C4,2005.0,9,0,0,0,2020.0,2024,17.0,11+,5,1.791759469228055
P00174132,C1,2003.0,9,1,0,0,2003.0,2009,3.0,3-5,0,0.0
P00174132,C2,2003.0,9,0,0,0,2010.0,2014,9.0,6-10,3,1.3862943611198906
P00174132,C3,2003.0,9,0,0,0,2015.0,2019,14.0,11+,5,1.791759469228055
P00174132,C4,2003.0,9,0,0,0,2020.0,2024,19.0,11+,5,1.791759469228055
P00174133,C1,2004.6,10,1,0,0,2004.6,2009,2.2000000000000455,3-5,0,0.0
P00174133,C2,2004.6,10,0,0,0,2010.0,2014,7.400000000000091,6-10,0,0.0
P00174133,C3,2004.6,10,0,0,0,2015.0,2019,12.400000000000091,11+,0,0.0
P00174133,C4,2004.6,10,0,0,0,2020.0,2024,17.40000000000009,11+,0,0.0
P00174134,C1,2004.0,9,1,0,0,2004.0,2009,2.5,3-5,0,0.0
P00174134,C2,2004.0,9,0,0,0,2010.0,2014,8.0,6-10,3,1.3862943611198906
P00174134,C3,2004.0,9,0,0,0,2015.0,2019,13.0,11+,5,1.791759469228055
P00174134,C4,2004.0,9,0,0,0,2020.0,2024,18.0,11+,5,1.791759469228055
P00174135,C1,2005.9,9,1,0,0,2005.9,2009,1.5499999999999545,0-2,0,0.0
P00174135,C2,2005.9,9,0,0,0,2010.0,2014,6.099999999999909,6-10,3,1.3862943611198906
P00174135,C3,2005.9,9,0,0,0,2015.0,2019,11.099999999999909,11+,5,1.791759469228055
P00174135,C4,2005.9,9,0,0,0,2020.0,2024,16.09999999999991,11+,5,1.791759469228055
P00174164,C1,2000.0,8,1,0,0,2000.0,2009,4.5,3-5,0,0.0
P00174164,C2,2000.0,8,0,0,0,2010.0,2014,12.0,11+,3,1.3862943611198906
P00174164,C3,2000.0,8,0,0,0,2015.0,2019,17.0,11+,0,0.0
P00174164,C4,2000.0,8,0,0,0,2020.0,2024,22.0,11+,1,0.6931471805599453
P00174238,C1,1997.3,0,1,0,0,1997.3,2009,5.850000000000136,6-10,17,2.8903717578961645
P00174238,C2,1997.3,0,0,0,0,2010.0,2014,14.700000000000045,11+,47,3.871201010907891
P00174238,C3,1997.3,0,0,0,0,2015.0,2019,19.700000000000045,11+,59,4.0943445622221
P00174238,C4,1997.3,0,0,0,0,2020.0,2024,24.700000000000045,11+,61,4.127134385045092
P00174239,C1,1996.0,0,1,0,0,1996.0,2009,6.5,6-10,17,2.8903717578961645
P00174239,C2,1996.0,0,0,0,0,2010.0,2014,16.0,11+,47,3.871201010907891
P00174239,C3,1996.0,0,0,0,0,2015.0,2019,21.0,11+,59,4.0943445622221
P00174239,C4,1996.0,0,0,0,0,2020.0,2024,26.0,11+,61,4.127134385045092
P00174240,C1,1996.2,0,1,0,0,1996.2,2009,6.399999999999864,6-10,17,2.8903717578961645
P00174240,C2,1996.2,0,0,0,0,2010.0,2014,15.799999999999955,11+,47,3.871201010907891
P00174240,C3,1996.2,0,0,0,0,2015.0,2019,20.799999999999955,11+,59,4.0943445622221
P00174240,C4,1996.2,0,0,0,0,2020.0,2024,25.799999999999955,11+,61,4.127134385045092
P00174241,C1,2003.0,-1,1,0,0,2003.0,2009,3.0,3-5,7,2.0794415416798357
P00174241,C2,2003.0,-1,0,0,0,2010.0,2014,9.0,6-10,57,4.060443010546419
P00174241,C3,2003.0,-1,0,0,0,2015.0,2019,14.0,11+,66,4.204692619390966
P00174241,C4,2003.0,-1,0,0,0,2020.0,2024,19.0,11+,79,4.382026634673881
P00174242,C1,1997.0,0,1,0,0,1997.0,2009,6.0,6-10,17,2.8903717578961645
P00174242,C2,1997.0,0,0,0,0,2010.0,2014,15.0,11+,47,3.871201010907891
P00174242,C3,1997.0,0,0,0,0,2015.0,2019,20.0,11+,59,4.0943445622221
P00174242,C4,1997.0,0,0,0,0,2020.0,2024,25.0,11+,61,4.127134385045092
P00174243,C1,2003.12,0,1,0,0,2003.12,2009,2.9400000000000546,3-5,16,2.833213344056216
P00174243,C2,2003.12,0,0,0,0,2010.0,2014,8.88000000000011,6-10,47,3.871201010907891
P00174243,C3,2003.12,0,0,0,0,2015.0,2019,13.88000000000011,11+,59,4.0943445622221
P00174243,C4,2003.12,0,0,0,0,2020.0,2024,18.88000000000011,11+,61,4.127134385045092
P00174244,C1,2004.0,0,1,0,0,2004.0,2009,2.5,3-5,16,2.833213344056216
P00174244,C2,2004.0,0,0,0,0,2010.0,2014,8.0,6-10,47,3.871201010907891
P00174244,C3,2004.0,0,0,0,0,2015.0,2019,13.0,11+,59,4.0943445622221
P00174244,C4,2004.0,0,0,0,0,2020.0,2024,18.0,11+,61,4.127134385045092
P00174245,C1,2001.0,0,1,0,0,2001.0,2009,4.0,3-5,16,2.833213344056216
P00174245,C2,2001.0,0,0,0,0,2010.0,2014,11.0,11+,47,3.871201010907891
P00174245,C3,2001.0,0,0,0,0,2015.0,2019,16.0,11+,59,4.0943445622221
P00174245,C4,2001.0,0,0,0,0,2020.0,2024,21.0,11+,61,4.127134385045092
P00174246,C1,1999.0,0,1,0,0,1999.0,2009,5.0,3-5,17,2.8903717578961645
P00174246,C2,1999.0,0,0,0,0,2010.0,2014,13.0,11+,47,3.871201010907891
P00174246,C3,1999.0,0,0,0,0,2015.0,2019,18.0,11+,59,4.0943445622221
P00174246,C4,1999.0,0,0,0,0,2020.0,2024,23.0,11+,61,4.127134385045092
P00174247,C1,1998.0,0,1,0,0,1998.0,2009,5.5,6-10,17,2.8903717578961645
P00174247,C2,1998.0,0,0,0,0,2010.0,2014,14.0,11+,47,3.871201010907891
P00174247,C3,1998.0,0,0,0,0,2015.0,2019,19.0,11+,59,4.0943445622221
P00174247,C4,1998.0,0,0,0,0,2020.0,2024,24.0,11+,61,4.127134385045092
P00174248,C1,2003.0,0,1,0,0,2003.0,2009,3.0,3-5,16,2.833213344056216
P00174248,C2,2003.0,0,0,0,0,2010.0,2014,9.0,6-10,47,3.871201010907891
P00174248,C3,2003.0,0,0,0,0,2015.0,2019,14.0,11+,59,4.0943445622221
P00174248,C4,2003.0,0,0,0,0,2020.0,2024,19.0,11+,61,4.127134385045092
P00174249,C1,1997.3,0,1,0,0,1997.3,2009,5.850000000000136,6-10,17,2.8903717578961645
P00174249,C2,1997.3,0,0,0,0,2010.0,2014,14.700000000000045,11+,47,3.871201010907891
P00174249,C3,1997.3,0,0,0,0,2015.0,2019,19.700000000000045,11+,59,4.0943445622221
P00174249,C4,1997.3,0,0,0,0,2020.0,2024,24.700000000000045,11+,61,4.127134385045092
P00174250,C1,2002.0,0,1,0,0,2002.0,2009,3.5,3-5,16,2.833213344056216
P00174250,C2,2002.0,0,0,0,0,2010.0,2014,10.0,6-10,47,3.871201010907891
P00174250,C3,2002.0,0,0,0,0,2015.0,2019,15.0,11+,59,4.0943445622221
P00174250,C4,2002.0,0,0,0,0,2020.0,2024,20.0,11+,61,4.127134385045092
P00174251,C1,2002.0,0,1,0,0,2002.0,2009,3.5,3-5,16,2.833213344056216
P00174251,C2,2002.0,0,0,0,0,2010.0,2014,10.0,6-10,47,3.871201010907891
P00174251,C3,2002.0,0,0,0,0,2015.0,2019,15.0,11+,59,4.0943445622221
P00174251,C4,2002.0,0,0,0,0,2020.0,2024,20.0,11+,61,4.127134385045092
P00174252,C1,2002.0,0,1,0,0,2002.0,2009,3.5,3-5,16,2.833213344056216
P00174252,C2,2002.0,0,0,0,0,2010.0,2014,10.0,6-10,47,3.871201010907891
P00174252,C3,2002.0,0,0,0,0,2015.0,2019,15.0,11+,59,4.0943445622221
P00174252,C4,2002.0,0,0,0,0,2020.0,2024,20.0,11+,61,4.127134385045092
P00174253,C1,1997.4,-1,1,0,0,1997.4,2009,5.7999999999999545,6-10,7,2.0794415416798357
P00174253,C2,1997.4,-1,0,0,0,2010.0,2014,14.599999999999909,11+,57,4.060443010546419
P00174253,C3,1997.4,-1,0,0,0,2015.0,2019,19.59999999999991,11+,66,4.204692619390966
P00174253,C4,1997.4,-1,0,0,0,2020.0,2024,24.59999999999991,11+,79,4.382026634673881
P00174254,C1,2004.0,0,1,0,0,2004.0,2009,2.5,3-5,16,2.833213344056216
P00174254,C2,2004.0,0,0,0,0,2010.0,2014,8.0,6-10,47,3.871201010907891
P00174254,C3,2004.0,0,0,0,0,2015.0,2019,13.0,11+,59,4.0943445622221
P00174254,C4,2004.0,0,0,0,0,2020.0,2024,18.0,11+,61,4.127134385045092
P00174255,C1,1999.4,0,1,0,0,1999.4,2009,4.7999999999999545,3-5,17,2.8903717578961645
P00174255,C2,1999.4,0,0,0,0,2010.0,2014,12.599999999999909,11+,47,3.871201010907891
P00174255,C3,1999.4,0,0,0,0,2015.0,2019,17.59999999999991,11+,59,4.0943445622221
P00174255,C4,1999.4,0,0,0,0,2020.0,2024,22.59999999999991,11+,61,4.127134385045092
P00174256,C1,1996.0,-1,1,0,0,1996.0,2009,6.5,6-10,7,2.0794415416798357
P00174256,C2,1996.0,-1,0,0,0,2010.0,2014,16.0,11+,57,4.060443010546419
P00174256,C3,1996.0,-1,0,0,0,2015.0,2019,21.0,11+,66,4.204692619390966
P00174256,C4,1996.0,-1,0,0,0,2020.0,2024,26.0,11+,79,4.382026634673881
P00174257,C1,1999.0,0,1,0,0,1999.0,2009,5.0,3-5,17,2.8903717578961645
P00174257,C2,1999.0,0,0,0,0,2010.0,2014,13.0,11+,47,3.871201010907891
P00174257,C3,1999.0,0,0,0,0,2015.0,2019,18.0,11+,59,4.0943445622221
P00174257,C4,1999.0,0,0,0,0,2020.0,2024,23.0,11+,61,4.127134385045092
P00174258,C1,1999.0,0,1,0,0,1999.0,2009,5.0,3-5,17,2.8903717578961645
P00174258,C2,1999.0,0,0,0,0,2010.0,2014,13.0,11+,47,3.871201010907891
P00174258,C3,1999.0,0,0,0,0,2015.0,2019,18.0,11+,59,4.0943445622221
P00174258,C4,1999.0,0,0,0,0,2020.0,2024,23.0,11+,61,4.127134385045092
P00174259,C1,1997.4,-1,1,0,0,1997.4,2009,5.7999999999999545,6-10,7,2.0794415416798357
P00174259,C2,1997.4,-1,0,0,0,2010.0,2014,14.599999999999909,11+,57,4.060443010546419
P00174259,C3,1997.4,-1,0,0,0,2015.0,2019,19.59999999999991,11+,66,4.204692619390966
P00174259,C4,1997.4,-1,0,0,0,2020.0,2024,24.59999999999991,11+,79,4.382026634673881
P00174260,C1,1997.12,10,1,0,0,1997.12,2009,5.940000000000055,6-10,0,0.0
P00174260,C2,1997.12,10,0,0,0,2010.0,2014,14.88000000000011,11+,0,0.0
P00174260,C3,1997.12,10,0,0,0,2015.0,2019,19.88000000000011,11+,0,0.0
P00174260,C4,1997.12,10,0,0,0,2020.0,2024,24.88000000000011,11+,0,0.0
P00174261,C1,2002.0,0,1,0,0,2002.0,2009,3.5,3-5,16,2.833213344056216
P00174261,C2,2002.0,0,0,0,0,2010.0,2014,10.0,6-10,47,3.871201010907891
P00174261,C3,2002.0,0,0,0,0,2015.0,2019,15.0,11+,59,4.0943445622221
P00174261,C4,2002.0,0,0,0,0,2020.0,2024,20.0,11+,61,4.127134385045092
P00174262,C1,1998.0,0,1,0,0,1998.0,2009,5.5,6-10,17,2.8903717578961645
P00174262,C2,1998.0,0,0,0,0,2010.0,2014,14.0,11+,47,3.871201010907891
P00174262,C3,1998.0,0,0,0,0,2015.0,2019,19.0,11+,59,4.0943445622221
P00174262,C4,1998.0,0,0,0,0,2020.0,2024,24.0,11+,61,4.127134385045092
P00174263,C1,1999.0,0,1,0,0,1999.0,2009,5.0,3-5,17,2.8903717578961645
P00174263,C2,1999.0,0,0,0,0,2010.0,2014,13.0,11+,47,3.871201010907891
P00174263,C3,1999.0,0,0,0,0,2015.0,2019,18.0,11+,59,4.0943445622221
P00174263,C4,1999.0,0,0,0,0,2020.0,2024,23.0,11+,61,4.127134385045092
P00174264,C1,1997.2,-1,1,0,0,1997.2,2009,5.899999999999864,6-10,7,2.0794415416798357
P00174264,C2,1997.2,-1,0,0,0,2010.0,2014,14.799999999999955,11+,57,4.060443010546419
P00174264,C3,1997.2,-1,0,0,0,2015.0,2019,19.799999999999955,11+,66,4.204692619390966
P00174264,C4,1997.2,-1,0,0,0,2020.0,2024,24.799999999999955,11+,79,4.382026634673881
P00174306,C1,2005.0,4,1,0,0,2005.0,2009,2.0,0-2,1,0.6931471805599453
P00174306,C2,2005.0,4,0,0,0,2010.0,2014,7.0,6-10,5,1.791759469228055
P00174306,C3,2005.0,4,0,0,0,2015.0,2019,12.0,11+,12,2.5649493574615367
P00174306,C4,2005.0,4,0,0,0,2020.0,2024,17.0,11+,5,1.791759469228055
P00174307,C1,1997.0,-1,1,0,0,1997.0,2009,6.0,6-10,7,2.0794415416798357
P00174307,C2,1997.0,-1,0,0,0,2010.0,2014,15.0,11+,57,4.060443010546419
P00174307,C3,1997.0,-1,0,0,0,2015.0,2019,20.0,11+,66,4.204692619390966
P00174307,C4,1997.0,-1,0,0,0,2020.0,2024,25.0,11+,79,4.382026634673881
P00174308,C1,1991.0,20,1,0,0,1991.0,2009,9.0,6-10,0,0.0
P00174308,C2,1991.0,20,0,0,0,2010.0,2014,21.0,11+,0,0.0
P00174308,C3,1991.0,20,0,0,0,2015.0,2019,26.0,11+,0,0.0
P00174308,C4,1991.0,20,0,0,0,2020.0,2024,31.0,11+,0,0.0
P00174309,C1,2001.0,23,1,0,0,2001.0,2009,4.0,3-5,0,0.0
P00174309,C2,2001.0,23,0,0,0,2010.0,2014,11.0,11+,1,0.6931471805599453
P00174309,C3,2001.0,23,0,0,0,2015.0,2019,16.0,11+,1,0.6931471805599453
P00174309,C4,2001.0,23,0,0,0,2020.0,2024,21.0,11+,1,0.6931471805599453
P00174310,C1,1998.0,8,1,0,0,1998.0,2009,5.5,6-10,0,0.0
P00174310,C2,1998.0,8,0,0,0,2010.0,2014,14.0,11+,3,1.3862943611198906
P00174310,C3,1998.0,8,0,0,0,2015.0,2019,19.0,11+,0,0.0
P00174310,C4,1998.0,8,0,0,0,2020.0,2024,24.0,11+,1,0.6931471805599453
P00174311,C1,2002.0,12,1,0,0,2002.0,2009,3.5,3-5,2,1.0986122886681098
P00174311,C2,2002.0,12,0,0,0,2010.0,2014,10.0,6-10,1,0.6931471805599453
P00174311,C3,2002.0,12,0,0,0,2015.0,2019,15.0,11+,2,1.0986122886681098
P00174311,C4,2002.0,12,0,0,0,2020.0,2024,20.0,11+,2,1.0986122886681098
P00174312,C1,1994.0,8,1,0,0,1994.0,2009,7.5,6-10,0,0.0
P00174312,C2,1994.0,8,0,0,0,2010.0,2014,18.0,11+,3,1.3862943611198906
P00174312,C3,1994.0,8,0,0,0,2015.0,2019,23.0,11+,0,0.0
P00174312,C4,1994.0,8,0,0,0,2020.0,2024,28.0,11+,1,0.6931471805599453
P00174313,C1,2002.0,8,1,0,0,2002.0,2009,3.5,3-5,0,0.0
P00174313,C2,2002.0,8,0,0,0,2010.0,2014,10.0,6-10,3,1.3862943611198906
P00174313,C3,2002.0,8,0,0,0,2015.0,2019,15.0,11+,0,0.0
P00174313,C4,2002.0,8,0,0,0,2020.0,2024,20.0,11+,1,0.6931471805599453
P00174314,C1,2005.1,4,1,0,0,2005.1,2009,1.9500000000000455,0-2,1,0.6931471805599453
P00174314,C2,2005.1,4,0,0,0,2010.0,2014,6.900000000000091,6-10,5,1.791759469228055
P00174314,C3,2005.1,4,0,0,0,2015.0,2019,11.900000000000091,11+,12,2.5649493574615367
P00174314,C4,2005.1,4,0,0,0,2020.0,2024,16.90000000000009,11+,5,1.791759469228055
P00174315,C1,1998.3,0,1,0,0,1998.3,2009,5.350000000000136,6-10,17,2.8903717578961645
P00174315,C2,1998.3,0,0,0,0,2010.0,2014,13.700000000000045,11+,47,3.871201010907891
P00174315,C3,1998.3,0,0,0,0,2015.0,2019,18.700000000000045,11+,59,4.0943445622221
P00174315,C4,1998.3,0,0,0,0,2020.0,2024,23.700000000000045,11+,61,4.127134385045092
P00174316,C1,2003.3,12,1,0,0,2003.3,2009,2.8500000000001364,3-5,2,1.0986122886681098
P00174316,C2,2003.3,12,0,0,0,2010.0,2014,8.700000000000045,6-10,1,0.6931471805599453
P00174316,C3,2003.3,12,0,0,0,2015.0,2019,13.700000000000045,11+,2,1.0986122886681098
P00174316,C4,2003.3,12,0,0,0,2020.0,2024,18.700000000000045,11+,2,1.0986122886681098
P00174317,C1,2003.12,10,1,0,0,2003.12,2009,2.9400000000000546,3-5,0,0.0
P00174317,C2,2003.12,10,0,0,0,2010.0,2014,8.88000000000011,6-10,0,0.0
P00174317,C3,2003.12,10,0,0,0,2015.0,2019,13.88000000000011,11+,0,0.0
P00174317,C4,2003.12,10,0,0,0,2020.0,2024,18.88000000000011,11+,0,0.0
P00174318,C1,2003.0,10,1,0,0,2003.0,2009,3.0,3-5,0,0.0
P00174318,C2,2003.0,10,0,0,0,2010.0,2014,9.0,6-10,0,0.0
P00174318,C3,2003.0,10,0,0,0,2015.0,2019,14.0,11+,0,0.0
P00174318,C4,2003.0,10,0,0,0,2020.0,2024,19.0,11+,0,0.0
P00174319,C1,1999.0,10,1,0,0,1999.0,2009,5.0,3-5,0,0.0
P00174319,C2,1999.0,10,0,0,0,2010.0,2014,13.0,11+,0,0.0
P00174319,C3,1999.0,10,0,0,0,2015.0,2019,18.0,11+,0,0.0
P00174319,C4,1999.0,10,0,0,0,2020.0,2024,23.0,11+,0,0.0
P00174321,C1,1995.0,1,1,0,0,1995.0,2009,7.0,6-10,2,1.0986122886681098
P00174321,C2,1995.0,1,0,0,0,2010.0,2014,17.0,11+,3,1.3862943611198906
P00174321,C3,1995.0,1,0,0,0,2015.0,2019,22.0,11+,4,1.6094379124341003
P00174321,C4,1995.0,1,0,0,0,2020.0,2024,27.0,11+,9,2.302585092994046
P00174322,C1,2002.4,0,1,0,0,2002.4,2009,3.2999999999999545,3-5,16,2.833213344056216
P00174322,C2,2002.4,0,0,0,0,2010.0,2014,9.599999999999909,6-10,47,3.871201010907891
P00174322,C3,2002.4,0,0,0,0,2015.0,2019,14.599999999999909,11+,59,4.0943445622221
P00174322,C4,2002.4,0,0,0,0,2020.0,2024,19.59999999999991,11+,61,4.127134385045092
P00174323,C1,2004.0,-1,1,0,0,2004.0,2009,2.5,3-5,7,2.0794415416798357
P00174323,C2,2004.0,-1,0,0,0,2010.0,2014,8.0,6-10,57,4.060443010546419
P00174323,C3,2004.0,-1,0,0,0,2015.0,2019,13.0,11+,66,4.204692619390966
P00174323,C4,2004.0,-1,0,0,0,2020.0,2024,18.0,11+,79,4.382026634673881
P00174324,C1,2004.0,-1,1,0,0,2004.0,2009,2.5,3-5,7,2.0794415416798357
P00174324,C2,2004.0,-1,0,0,0,2010.0,2014,8.0,6-10,57,4.060443010546419
P00174324,C3,2004.0,-1,0,0,0,2015.0,2019,13.0,11+,66,4.204692619390966
P00174324,C4,2004.0,-1,0,0,0,2020.0,2024,18.0,11+,79,4.382026634673881
P00174325,C1,2003.0,10,1,0,0,2003.0,2009,3.0,3-5,0,0.0
P00174325,C2,2003.0,10,0,0,0,2010.0,2014,9.0,6-10,0,0.0
P00174325,C3,2003.0,10,0,0,0,2015.0,2019,14.0,11+,0,0.0
P00174325,C4,2003.0,10,0,0,0,2020.0,2024,19.0,11+,0,0.0
P00174326,C1,2003.0,0,1,0,0,2003.0,2009,3.0,3-5,16,2.833213344056216
P00174326,C2,2003.0,0,0,0,0,2010.0,2014,9.0,6-10,47,3.871201010907891
P00174326,C3,2003.0,0,0,0,0,2015.0,2019,14.0,11+,59,4.0943445622221
P00174326,C4,2003.0,0,0,0,0,2020.0,2024,19.0,11+,61,4.127134385045092
P00174327,C1,2003.0,10,1,0,0,2003.0,2009,3.0,3-5,0,0.0
P00174327,C2,2003.0,10,0,0,0,2010.0,2014,9.0,6-10,0,0.0
P00174327,C3,2003.0,10,0,0,0,2015.0,2019,14.0,11+,0,0.0
P00174327,C4,2003.0,10,0,0,0,2020.0,2024,19.0,11+,0,0.0
P00174328,C1,2003.0,10,1,0,0,2003.0,2009,3.0,3-5,0,0.0
P00174328,C2,2003.0,10,0,0,0,2010.0,2014,9.0,6-10,0,0.0
P00174328,C3,2003.0,10,0,0,0,2015.0,2019,14.0,11+,0,0.0
P00174328,C4,2003.0,10,0,0,0,2020.0,2024,19.0,11+,0,0.0
P00174329,C1,2003.0,6,1,0,0,2003.0,2009,3.0,3-5,0,0.0
P00174329,C2,2003.0,6,0,0,0,2010.0,2014,9.0,6-10,0,0.0
P00174329,C3,2003.0,6,0,0,0,2015.0,2019,14.0,11+,2,1.0986122886681098
P00174329,C4,2003.0,6,0,0,0,2020.0,2024,19.0,11+,1,0.6931471805599453
P00174330,C1,2005.0,4,1,0,0,2005.0,2009,2.0,0-2,1,0.6931471805599453
P00174330,C2,2005.0,4,0,0,0,2010.0,2014,7.0,6-10,5,1.791759469228055
P00174330,C3,2005.0,4,0,0,0,2015.0,2019,12.0,11+,12,2.5649493574615367
P00174330,C4,2005.0,4,0,0,0,2020.0,2024,17.0,11+,5,1.791759469228055
P00174331,C1,2003.0,4,1,0,0,2003.0,2009,3.0,3-5,1,0.6931471805599453
P00174331,C2,2003.0,4,0,0,0,2010.0,2014,9.0,6-10,5,1.791759469228055
P00174331,C3,2003.0,4,0,0,0,2015.0,2019,14.0,11+,12,2.5649493574615367
P00174331,C4,2003.0,4,0,0,0,2020.0,2024,19.0,11+,5,1.791759469228055
P00174332,C1,2003.0,10,1,0,0,2003.0,2009,3.0,3-5,0,0.0
P00174332,C2,2003.0,10,0,0,0,2010.0,2014,9.0,6-10,0,0.0
P00174332,C3,2003.0,10,0,0,0,2015.0,2019,14.0,11+,0,0.0
P00174332,C4,2003.0,10,0,0,0,2020.0,2024,19.0,11+,0,0.0
P00174333,C1,2003.0,4,1,0,0,2003.0,2009,3.0,3-5,1,0.6931471805599453
P00174333,C2,2003.0,4,0,0,0,2010.0,2014,9.0,6-10,5,1.791759469228055
P00174333,C3,2003.0,4,0,0,0,2015.0,2019,14.0,11+,12,2.5649493574615367
P00174333,C4,2003.0,4,0,0,0,2020.0,2024,19.0,11+,5,1.791759469228055
