paper_uid_after_direct_w,ref_title,ref_author,ref_publisher_or_journal,ref_year
P00070354,북한의 핵·미사일 위협과 동북아 국제관계: THAAD 배치의 정치동학,이기완,국제관계연구,2016
P00008992,중국의 한국 사드(THAAD) 배치에 대한 인식과 대응: 전략적 불편과 희망적 사고,이기현,국제관계연구,2018
P00130546,박근혜 정부 시기 한중관계 평가와 바람직한 균형외교 전략의 모색,이문기,현대중국연구,2016
P00009221,시진핑 시대의 한중관계: 사드 위기의 본질과 과제,이장원,현대중국연구,2017
P00130547,"북한의 4,5차 핵실험과 사드 사태로 본 韓中 대립 - 중국의 현상 유지냐, 한국의 현상 변경이냐 -",이정훈,한일군사문화연구,2016
P00130548,천안함 사건을 보는 중국의 눈,이희옥,동아시아 브리프,2010
P00130549,중국의 ‘전략적 동반자 관계’ 외교의 유형화 시론(試論),이희옥,중국학연구,2017
P00130566,대만의 반도체 산업 발전과 한·대만 협력,강준영,대만연구(臺灣硏究),2022
P00010490,"반도체 기업들의 초기국제화 배경과 국제화 과정에 대한 비교사례 연구: 대만, 미국, 한국과 일본반도체 기업을 중심으로",권영화,전문경영인연구,2015
P00130567,"글로벌 반도체기업들의 혁신을 위한 국제 전략적 제휴와 파트너 선정 배경에 대한 비교 사례연구 : 미국, 한국, 대만과 일본 반도체기업들을 중심으로",권영화,한국창업학회지,2016
P00002832,네트워크로 보는 중견국 외교전략: 구조적 공백과 위치권력 이론의 원용,김상배,국제정치논총,2011
P00130568,미중 플랫폼 경쟁으로 본 기술 패권의 미래,김상배,Future Horizon,2018
P00046179,디지털 플랫폼 경쟁의 국제정치경제: 미중 기술패권 경쟁의 진화,김상배,국제.지역연구,2021
P00130570,네트워크의 국제관계,민병원,국제정치논총,2009
P00010492,미중 패권 경쟁과 과학기술혁신,배영자,국제.지역연구,2016
P00130571,과학기술의 세계정치 연구: 현황과 전망,배영자,국제정치논총,2021
P00129075,미･중･EU의 국가･경제･기술안보 전략과 시사점,백서인,STEPI Insight,2022
P00130572,글로벌 기술패권 경쟁에 대응하는 주요국의 기술주권 확보 전략과 시사점,백서인,STEPI Insight,2022
P00130573,글로벌 반도체 산업환경 변화와 일본･대만간 협력 확대,사공목,월간 KIET 산업경제,2021
P00130574,"초불확실성 시대 일본의 게임체인저 전략: 아베 독트린, 안보 넥서스, 가치 네트워크",오승희,일본비평,2023
P00130575,국제관계의 맥락과 네트워크 중심성: 중국의 전랑외교 사례를 중심으로,은진석,국제정치연구,2022
P00130576,기술과 국제정치: 기술 패권경쟁시대의 한국의 전략,이승주,한국과 국제정치,2022
P00130577,글로벌 금융위기 이후 중국 발전모델의 변화: 반도체 산업정책 사례,이왕휘,아시아리뷰,2022
P00130578,아시아 패러독스(Asian Paradox)와 인도태평양전략: 상업적 평화론 대 상호의존의 무기화,이왕휘,통일과 평화,2022
P00071077,일본 경제안보정책 정책대립축의 이중구조: 외교안보적 수렴과 성장전략 방법론 논쟁의 잠복,이정환,일본연구논총,2022
P00130579,"한국, 일본, 대만의 사회적 자본에 관한 비교연구:클러스터에서의 신뢰를 중심으로",임혜란,한국정치연구,2007
P00129079,경제안보를 위한 일본의 전략기술 확보전략 및 시사점,최해옥,STEPI Insight,2022
P00130597,AUKUS 출범으로 변화하는 유럽안보 - 전략적 자율성을 중심으로,김용민,유럽연구,2022
P00130598,미중간 전략적 경쟁과 한반도 주변지역 군사분쟁 전망,박영준,국가전략,2022
P00130599,AUKUS 발족과 프랑스의 대응,안상욱,EU연구,2022
P00130600,한국의 핵잠수함 도입의 국제정치적 접근과 가능성 탐색: 미중 패권경쟁 구조 속의 한국외교 전략 한계를 중심으로,조재욱,국제정치연구,2023
P00130602,최근 호주･중국 갈등 관계의 주요 내용과 시사점,이선형,KIEP 세계경제 포커스,2020
P00130603,"뉴욕타임스, 낸시 펠로시 하원의장 대만 방문 평가",한국군사문제연구원,KIMA Newa Letter,2022
P00130604,경제안보 개념의 확장: 2020년대 안보 맥락에서,백우열,국제정치논총,2022
P00130605,트럼프 이후 바이든 시대 미국 의회-대통령 관계와 북한 정책 변화,서정건,국가전략,2021
P00130068,경제·안보 넥서스(nexus)와 미중 전략 경쟁의 진화,이승주,국제정치논총,2021
P00130606,바이든 행정부 후반기 대중 정책: 배제(decoupling)와 관리(de-risking),정하용,정세 와 정책,2023
P00130109,미중 전략경쟁과 과학기술외교(Science Diplomacy)의 부상,차정미,국제정치논총,2022
P00130619,대외정책에 있어서 역사적 비유 사용의 한계,윤정원,국제정치논총,2008
P00130620,시진핑 시대 중국의 대전략: ‘세기의 대변화론-중국몽-일대일로’ 연계분석을 중심으로,차정미,국가안보와 전략,2022
P00130639,로동신문을 통해본 韓·日 독도갈등에 대한 북한의 태도분석,김재우,정보사회와 미디어,2018
P00130640,김정은 정권 등장 이전과 이후 로동신문에 나타난 교육동향 분석: 키워드 연결망분석을 중심으로,김효선,성인계속교육연구,2021
P00130641,북한의 전쟁고아 정책과 실천에 관한 연구:한국전쟁과 재건 시기 <로동신문> 분석을 중심으로,권금상,통일인문학,2019
P00035829,지정학의 ‘재생산’:김정은시대 북중관계와 북한의 대응 - 『로동신문』(2009-2018) 중국관련 보도에 대한 분석 -,박동훈,통일정책연구,2020
P00130642,남북한 근로자 문화후생시설 연구: 2012년~2018년,손유나,북한학연구,2019
P00035317,김정은 체제 '여성영웅' 정치의 연구,송현진,통일연구,2021
P00130643,팬데믹 전후 평양 도시 씬 비교: 2018∼2021년 로동신문 보도사진을 중심으로,안진희,국토연구,2022
P00130644,로동신문 현지지도 사진을 통한 북한 경관의 시각 체제 연구,안진희,환경논총,2019
P00036257,코로나19에 대한 북한의 대응 : 『로동신문』보도를 중심으로,오승준,북한연구학회보,2020
P00130645,로동신문을 통해 본 1945~1950 북녘교회,유관지,기독교사상,1945
P00130646,북한 『로동신문』에 보도된 고려시대 관련 기사의 현황과 주요 내용,이미지,역사와 실학,2019
P00130647,딥러닝 기법을 활용한 북한의 대내외 인식 변화 분석 - 2016부터 2019년까지의 로동신문 빅데이터를 중심으로,이형종,북한학연구,2021
P00035430,유엔 안보리 대북제재와 김정은 정권의 대응전략(-유엔문서와 로동신문 분석을 중심으로),임상순,북한연구학회보,2018
P00130648,북한 대중예술 및 미디어 보도의 표현분석을 통한 협동농장 정책 연구: 분조의 주인과 로동신문을 중심으로,임채환,북한연구학회보,2020
P00036898,북한 로동신문에 나타난 음악정치 양상 - 「로동신문」 1면 악보를 중심으로 -,하승희,문화정책논총,2015
P00035436,국제사회의 대북 경제제재와 북한 '로동신문'의 대응담론 : 김정일 체제와 김정은 체제의 비교,허재영,한국정치학회보,2017
P00063652,공정성 인식과 통일 및 대북정책에 대한 태도,구본상,평화연구,2020
P00036996,"변화하는 한반도 환경하에서의 우리 국민의 통일인식 분석: 현대적 성차, 국가 자부심, 통일효용 인식",구본상,Oughtopia (오토피아),2019
P00129980,한국인의 통일인식 2007-2015: 세대별 격차와 세대내 분화.,김병조,통일과 평화,2007
P00130652,사회정책에 대한 주관적 인식,김성욱,비판사회정책,2021
P00059522,공정한 불평등?: 체제 정당화와 재분배 선호,김태심,평화연구,2020
P00130653,공정성 인식과 계층이동 인식이 기부행위에 미치는 영향,문예진,사회과학연구,2017
P00123540,한국의 능력주의 인식과 특징,박권일,시민과 세계,2021
P00063661,공정성 이론의 다차원성,박효민,사회와 이론,2015
P00047523,통일의식에 관한 영향요인 분석: 통일편익과 비용 인식을 중심으로,백대현,현대사회와 행정,2015
P00130654,배려의 대상은 어떻게 무임승차자가 되는가?: 공정성 인식이 배려와 사회적 이슈에 대한 태도에 미치는 영향,석승혜,사회사상과 문화,2020
P00130656,통일 의식에 대한 연령 효과 분석:  수도권 데이터를 중심으로,우경봉,분석과 대안,2022
P00071491,공정성 원칙으로서 능력주의와 불평등 인식: 한국과 일본의 비교,우명숙,아세아연구,2021
P00063669,청년층 계층인식 변화가 공정성 인식에 미치는 영향 분석,이희정,한국사회학,2018
P00130659,청년층의 기회 공정성 인식 분절화: 지역과 젠더 관점을 중심으로,이희정,한국인구학,2021
P00130660,"배분적 정의, 과정적 정의 및 인간관계적 정의의 관점에서 본 한국인들의 공평성 인식과 평등의식",전성표,한국사회학,2006
P00001966,"2016년 국회의원 선거 이후 시민들의 통일의식 변화 : 이념적 양극화인가, 당파적 편향인가?",정동준,한국정치학회보,2016
P00059524,능력주의와 공정의 딜레마: 경합하는 가치판단 기준들,정태석,경제와 사회,2021
P00024206,소득분배의 불평등과 기회 불평등 인식이 한국인들의 재분배정책 선호에 끼치는 영향력,조정인,정치·정보연구,2014
P00042138,남북한 젊은 세대의 통일의식 비교 분석: 민족적 당위와 현실적 이익의 문제를 중심으로,조진만,동서연구,2014
P00069723,통일인식 차이의 원인: 합리주의적 설명,최우선,아세아연구,2016
P00073124,통일의 이익에 대한 차별적 인식과 통일의 필요성,최준영,국가전략,2016
P00130672,크로스-도메인 시너지(작전대상 영역 간 교차활동을 통한 상승작용)의 의미와 시사점,노훈,주간국방논단제,2012
P00130673,미군의 합동작전과 합동성의 본질 : 합동성의 본질과 군사개혁방향(1),문광건,군사논단,2006
P00130674,합동성 이론과 군구조 발전방향 : 합동성의 본질과 군사개혁방향(2),문광건,군사논단,2006
P00130675,한국군 합동성 차원의 군사력 건설 및 유지를 위한 발전과제 연구,윤세권,군사발전연구,2007
P00130676,영역교차시너지 최대화를 위한한국군의 전력체계 혁신 방안,정춘일,한국군사,2018
P00130678,육･해･공군의 합동성 강화를 위한 ‘통합’ 개념의 발전적 논의에 관한 연구,황선남,사회과학연구,2015
P00130689,중앙아시아의 장기집권 권위주의 정치,고재남,다양성+Asia,2020
P00011777,"카자흐스탄의 체제전환과 경제발전: 초기조건, 전략, 경제실적",김영진,슬라브硏究,2009
P00130690,권위주의 국가 엘리트 구조의 변화와 작동원리:독립 이후 카자흐스탄 “후견 네트워크”를 중심으로,박상남,중소연구,2011
P00130692,카자흐스탄 엘리트의 사회배경과 씨족 정치: 소주즈(Zhuz) 출신 엘리트를 중심으로,방일권,국제지역연구,2010
P00130693,중앙아시아 개발독재의 패러독스?: 카자흐스탄과우즈베키스탄 사례의 다면적 분석을 중심으로,성동기,중소연구,2010
P00130695,카자흐스탄 권위주의의 길,이혜정,중소연구,2009
P00130696,2019년 카자흐스탄 권력승계 연구: 권력복점의 제도화를 중심으로,윤도원,아시아리뷰,2020
P00041296,미중 사이버 군사력 경쟁과 북한 사이버 위협의 부상 －한국 사이버안보에의 함의－,차정미,통일연구,2019
P00117580,4차 산업혁명시대 중국의 군사혁신 : 군사지능화와 군민융합(CMI) 강화를 중심으로,차정미,국가안보와 전략,2020
P00129065,안보 목적의 해외정보 온라인 수집을 위한 법제도 연구,김창섭,국가정보연구,2021
P00130735,수사기관의 정보 수집·생산 기능 합리화 - 영국 국가범죄수사청 정보기능 분장 및 통제 사례를 중심으로,김한균,형사소송 이론과 실무,2019
P00130736,글로벌 정보환경에서의 방첩업무 개선방안,박광민,외법논집,2019
P00130737,미국 정보기관 제로데이 취약성 대응 활동의 법정책적 시사점,오일석,미국헌법연구,2019
P00130738,형사법적 관점에서의 랜섬웨어 대응방안,이원상,범죄수사학연구,2017
P00130739,현대적 민주법치국가에 있어서 행정통제의 구조적 특징과 쟁점,이원우,행정법연구,2011
P00130740,정보기관과 비국가 행위자의 이중관계: 사이버 위협의 공개지목과 사이버 공작을 중심으로,장노순,국가안보와 전략,2021
P00130742,국가안보 패러다임의 변화와 정보·수사 융합에 대한 법규범적 연구 - 전쟁에서 국가안보사범과의 전투로 -,한희원,법학연구,2017
P00130781,국방전략서 작성의 이론과 실제 : 미국과 영국 국방전략서가 한국에 주는 함의,손한별,한국국가전략,2021
P00130782,한국 국방정책의 변천 연구 : 국방목표를 중심으로,이미숙,군사,2015
P00130783,전략대안의 창출과 선택- “솔라리움 프로젝트(Project Solarium)” 사례 -,이진기,군사,2022
P00129310,국방기획체계의 발전 방향: 문서별 적실성과 연계성을 중심으로,전제국,국방정책연구,2016
P00130784,한국 국방정책 경로의존성에 관한 연구: 국방목표를 중심으로,정호태,한국행정사학지,2021
P00130787,코로나 바이러스 시대의 국가 자긍심: 방역 주체의 코로나 대응 평가와 유권자의 정당 선호를 중심으로,길정아,한국과 국제정치,2021
P00021803,제21대 국회의원선거에서의 회고적 투표: 대통령의 코로나 대응 평가와 당파적 편향,길정아,한국정당학회보,2020
P00059403,"코로나19 긴급재난지원금과 복지정치: 복지, 증세, 그 리고 기본소득에 대한 태도를 중심으로",남윤민,사회과학연구,2021
P00068515,21대 총선은 코로나로 결정된 선거인가?: 코로나 대응평가와 야당심판론에 의한 투표 변경 분석,박선경,현대정치연구,2020
P00059404,"코로나19와 국가역할 확대에 대한 국민 인식: 이념성향, 재난피해, 정부대응, 재난지원금의 영향",박선경,한국과 국제정치,2021
P00021816,코로나19가 제21대 국회의원 선거 투표선택에 미친 영향: 정부대응 평가와 개인피해를 중심으로,신정섭,한국정치연구,2020
P00023850,정부신뢰의 영향요인 연구: 대통령 신뢰의 매개효과를 중심으로,이숙종,한국정치연구,2015
P00022140,정부신뢰에 대한 연구- 대통령에 대한 신뢰와 정부정책에 대한 평가 비교를 중심으로 -,전대성,한국정책학회보,2013
P00120976,대통령의 리더십과 정부신뢰: 노무현 대통령 사례를 중심으로,조기숙,한국과 국제정치,2007
P00042418,국제정치이론 관점에서 본 오바마 행정부의 외교안보정책,안문석,국제정치논총,2011
P00100015,오바마의 전쟁: 미국의 경제위기와 대테러전쟁의 해체,이혜정,21세기정치학회보,2010
P00080306,관타나모 수용소: 9,이혜정,"11 이후 미국의 안보와 민주주의, 그리고 인권의 딜레마",민주주의와 인권
P00129788,무인기의 발전과 안보 딜레마 가능성 분석,황원준,전략연구,2019
P00130812,"국가안보, 법치주의 그리고 ‘대테러 전쟁’ -미국의 관타나모 수용소를 둘러싼주요 법적 쟁점 고찰-",황준식,국제법평론,2011
P00130845,"한,일 대륙붕공동개발협정 종료 후 동중국해 질서에 대한 전망과 과제",김민철,국제법 정책연구,2020
P00130846,한중일 3국 간 해양경계획정 관련 법적 문제에 관한 소고,김선균,국제법학회논총,2001
P00060169,관할권 중첩수역 해양공동개발에 관한 국제법 체제와 한일 대륙붕 공동개발협정의 재조명,김자영,국제법학회논총,2015
P00130847,중국의 남중국해 전략 변화 : 새로운 확대전략의 실천과 특징,류동원,중소연구,2015
P00060134,국제해양레짐의 변화에서 한일대륙붕협정의 재조명: 동(북)아시아의 미시-지역주의 관점으로,박창건,한국정치학회보,2011
P00130848,한일대륙붕협정의 외교사적 고찰과 미해결 과제: 동아시아 해양 거버넌스의 구축을 향하여,박창건,현대정치연구,2019
P00130849,한일대륙붕공동개발을 둘러싼 일본의 정책결정과정 : 외교사적 추적,박창건,일본연구논총,2020
P00130850,지경학의 국가경제책략으로서 한일대륙붕공동개발협정: ‘체결’에서 ‘발효’까지 한일정치과정,박창건,사회과학연구,2021
P00060173,동북아 근해협력으로서의 한일대륙붕협정: 공동개발 협력 레짐의 구축을 향하여,박창건,일본공간,2016
P00060176,‘한일대륙붕협정’ 교섭의 의의- ‘공동이익’ 확보의 시도,안도준코,일본공간,2015
P00130851,중일 동중국해 자원 개발 합의의 법적 해석과 우리나라의 대응방안,양희철,국제법학회논총,2012
P00060177,해저자원 공동개발에 대한 국제법적 고찰 - 한일대륙붕공동개발협정을 중심으로 -,이석용,법학연구,2015
P00130852,"한,일 대륙붕 공동개발협정(1974)」의 2028년 종료 가능성과 향후 과제",정민정,이슈와 논점,2020
P00130853,동아시아 지역주의 부상에 따른 중-일 관계- 협조적 경쟁을 향하여 -,최청호,21세기정치학회보,2007
P00098240,동중국해에서의 한ㆍ중ㆍ일 대륙붕 중첩주장수역의 공동개발에 관한 고찰,홍종완,서울국제법연구,2009
P00130859,"미래전 대비, 무인기의 군사적 운용 방향",강한태,국방정책연구,2019
P00130861,한국군 무인항공기 진화를 위한 외국군 무인항공기 발전추세 및 운용사례 연구,윤상용,전략연구,2018
P00130862,드론의 군사적 효용성(활용성) 및 발전전략,엄범용,군사발전연구,2018
P00130863,미래전쟁 양상 변화와 지상군 역할,이승호,전략연구,2015
P00130864,드론의 효과적인 군사분야 활용에 관한 연구,이영욱,융합보안 논문지,2020
P00130866,4차 산업혁명과 한국적 군사혁신,정춘일,한국군사,2019
P00130867,군사용드론 현황 및 對드론대책,차도환,국방과 기술,2018
P00130879,바이든 행정부 시기 중국의 대미외교 전망: 공세성의 원인과 한계를 중심으로,김지운,글로벌정치연구,2021
P00130880,바이든 시기 미·중 관계의 지속과 변화,김진용,한국과 국제사회,2021
P00130881,바이든 정부의 對 중국 외교정책에 대한 분석과 전망: 미중 간 전략경쟁을 중심으로,김재관,글로벌정치연구,2021
P00009564,바이든 행정부시기 미·중 패권경쟁과 우리의 대응방향,박병광,전략연구,2021
P00130882,바이든 행정부의 대외정책과 한미동맹,민정훈,연구방법논총,2021
P00130883,트럼프 행정부 시기 동아시아 해양안보,박성용,통일전략,2018
P00130884,미･중 해양패권 경쟁과 ‘회색지대전략’: 중국 해저 무인기지 추진의 파장,박윤일,Periscope,2018
P00130885,미국 해군 355척 계획의 현실과 전망,박주현,Periscope,2021
P00009568,냉전과 신냉전 역학비교: 미⋅중 패권경쟁의 내재적 역학에 대한 고찰을 중심으로,반길주,국가안보와 전략,2021
P00009571,바이든 행정부의 인도･태평양 전략,송승종,한일군사문화연구,2021
P00130886,미국의 아시아 올인(All-in) 전략,신성호,전략연구,2012
P00040815,바이든 행정부의 동아태 전략과 한미관계: 관여-헤징의 전략모순,윤대엽,한국과 국제정치,2021
P00009576,미·중 패권경쟁시대 인태 지역의 자유주의 국제질서: 도전과 전망,이신화,국제지역연구,2021
P00130887,중국의 일대일로 전략과 미국의 인도-태평양 전략 경쟁 하 주변국의 대응전략,임경한,국제정치연구,2019
P00130888,미국의 새로운 해양전략서 발간과 함의,정능,Periscope,2020
P00046374,"미 육군의 다영역작전(Multi-Domain Operations)에 관한 연구: 작전수행과정과 군사적 능력, 동맹과의 협력을 중심으로",주정율,국방정책연구,2020
P00129730,냉전을 추억하며: 미․소 냉전시기 경험에서 바라 본 북한의 핵전력,이유정,국가전략,2018
P00041064,1960년대 유럽 3국의 선택과 한국의 ‘맞춤형 억제전략’,황일도,국가안보와 전략,2021
P00129373,지정학적 중간국 우크라이나의 대외전략적 딜레마,신범식,국제.지역연구,2020
P00002835,연합 형성과 중견국 외교: 믹타(MIKTA)의 사례,이승주,국제.지역연구,2016
P00048118,안보위협에 대처하는 중소국의 선택,조동준,세계정치 11,2009
P00130908,"미-중 갈등과 동남아시아: 베트남, 미얀마, 필리핀의 대응전략과 중간국 외교",최경준,아태연구,2020
P00130921,중러 군사협력과 동북아 안보,김태호,전략논총,1998
P00130922,한·중 외교관계 변화에 따른 한·중 군사협력 증진 방안,박원균,한국군사학논총,2018
P00130923,북중러 3국의 협력 실태에 관한 세 가지 질문,서보혁,통일과 평화,2011
P00130925,중러 전략연대 강화와 한반도,심경욱,전략연구,2006
P00130926,미중 패권경쟁과 한반도 안보: 미국의 인도태평양전략을 중심으로,우정엽,KIMA FORUM,2019
P00130927,러시아-중국 간 신 밀월관계의 발전과 한계: 푸틴과 시진핑 체제를 중심으로,윤익중,중소연구,2015
P00130929,"2018년중국정세와 한중관계평가, 2019년 전망",정재흥,정세와 정책,2018
P00130930,일대일로 2.0과 중러 관계의 제한성,최재덕,평화학연구,2019
P00015588,미국의 신국방전략과 한국의 대비 전략,김열수,국가전략,2012
P00130931,트럼프 행정부의 인도-태평양 전략과 한국에 대한 함의,김주리,국방정책연구,2020
P00051876,해외주둔미군재배치계획과 한미동맹의 미래,이근,국가전략,2005
P00126708,주한미군 전략의 변화와 한ㆍ미동맹 양식의 전략적 재검토,이삼성,통일정책연구,2004
P00051878,한미동맹의 전략적 유연성: 쟁점과 전망,이상현,국제정치논총,2006
P00130932,주한미군 재배치와 한미동맹의 안보딜레마,이수형,21세기정치학회보,2004
P00089576,주한미군의 전략적 유연성과 한국의 전략적 대응 구상,최종철,국가전략,2006
P00045856,데이터 안보와 디지털 패권경쟁: 신흥안보와 복합지정학의 시각,김상배,국가전략,2020
P00130939,디지털 교역 시대의 아날로그 규범 - ‘개인정보’의 국경간 이전과 국가안보 예외,이재민,국제법학회논총,2020
P00130947,국방지휘통제체계 AI 적용을 위한 고찰,김영도,정보처리학회지,2017
P00130948,국방 블록체인 기술 동향 및 국방 ICT 융합 전략 연구,이경휴,전자통신동향분석,2020
P00130949,2016 다보스포럼: 다가오는 4차 산업혁명에 대한 우리의 전략은?,장필성,과학기술정책,2016
P00130954,`조건에 기초한` 전시 작전통제권 전환 결정요인 연구 - 정책변동이론의 ACMS모형을 중심으로 -,김동영,한국군사학논총,2016
P00130955,전시작전권 전환과 주한미군의 성격 변화 고찰,김민곤,지역과 세계,2014
P00130957,전시 작전통제권 전환 이후의 대북 군사전략,김재엽,군사논단,2007
P00130958,전시작전통제권 전환과 한미동맹의 변화,김정수,국방연구,2016
P00003146,전시작전통제권 이양에 관한 연구 : 한미동맹의 강화를 통한 한미군사협조체제의 구축,노찬백,한국동북아논총,2009
P00130960,자주국방을 위한 전력개선 방향,노훈,군사논단,2004
P00130963,작전통제권 환수결정 변화요인 연구,문보승,한국군사학논집,2015
P00129817,"자주국방과 안보경제: 박정희, 노무현 정부를 중심으로",박민형,한국정치외교사논총,2017
P00129322,전시작전통제권 전환을 위한 조건 형성,박민형,한국국가전략,2019
P00130966,계층적 분석방법(AHP)을 적용한 전시작전통제권 전환의 주요 결정요인 분석,박상중,디지털융복합연구,2011
P00130967,의사결정 지원 정보시스템 개발을 위한 Delphi-DEMATEL모델에 의한 의사결정 요인분석 –전작권 전환 사례를 중심으로-,박상중,디지털융복합연구,2012
P00130968,참여정부의 전작권 환수 논리에 대한 평가와 분석,박휘락,한국의회학회보,2012
P00048462,한국 국방정책에 있어서 오인식(誤認識)에 관한 분석과 함의: 전시 작전통제권과 미사일방어의 사례를 중심으로,박휘락,의정논총,2014
P00130969,전시 작전통제권 환수 논의를 둘러싼 비합리적 요소의 작용여부 분석과 교훈,박휘락,한국보훈논총,2014
P00130970,"전시작전통제권 전환정책 결정요인에 관한 연구 - 노무현, 이명박, 박근혜 정부의 정책결정 차이를 중심으로 -",손대선,군사연구,2017
P00130971,한미동맹과 한국군의 작전통제권 변동요인 연구: 국제정치와 국내정치의 연계를 중심으로,송재익,군사발전연구,2012
P00130972,한반도 평화와 안보 지킴이 한미연합사와 전작권 전환,윤지원,국방과 기술,2018
P00002838,중견국가와 한국의 외교안보정책:노무현정부의 동맹재조정 정책을 중심으로,이수형,국방연구,2009
P00130973,전작권 전환 이후 한미안보협력,정경영,군사논단,2009
P00130975,전작권 전환에 대한 정책결정 변화요인 분석: 세 가지 분석의 틀을 활용한 주요 변수들의 영향력 평가,최윤미,국방연구,2019
P00003133,"전시작전통제권 전환 재연기의 정치·경제· 군사적 조명: 이론, 평가, 대응",한용섭,국제관계연구,2015
P00130977,노무현 대통령의 자주국방 인식: 노무현 대통령 연설문집 분석을 중심으로,허재영,동서연구,2012
P00009524,"진보 대 보수의 대북정책, 20년 이후",황지환,통일정책연구,2017
P00098903,조직된 위선과 동아시아 지역통합 : 동아시아 지역통합의 제도적 저발전에 대한 이론적 소고,김미경,아세아연구,2010
P00118394,일본의 인도·태평양 전략과 아세안의 역할,김석수,동북아연구,2019
P00130980,동아시아 국제분업과 지역주의에의 함의,김진영,한국정치외교사논총,2007
P00012108,동아시아 거버넌스로서의 일본형 FTA,박창건,국제정치논총,2012
P00130981,아·태지역의 지역주의 경향에 관한 소고,송은희,한국정치학회보,1996
P00117589,미중 이중적 위계 구조와 한국의 지전략,오승희,국방연구,2020
P00129376,냉전 지역주의와 일본의 아시아외교: 일본은 한국주도의 지역협의체 ASPAC에 어떻게 관여하였나?,이상현,국제정치논총,2018
P00098466,FTA의 확산과 동아시아 지역주의의 중층화,이승주,한국정치외교사논총,2010
P00009579,인도태평양 규칙기반 질서 형성과 쿼드협력의 전망,정구연,국제관계연구,2018
P00130982,아베 시기 일본의 ‘자유롭고 열린 인도-태평양’ 지역전략,조은일,한국과 국제정치,2020
P00130983,일본의 해양기본법(2007) 성립의 배경과 동인 : 해양권익 확대와 쟁점 관리 네트워크,최은봉,일본연구,2010
P00010377,민족주의와 지역주의: 동북아 지역통합의 저발전,최진우,미래정치연구,2016
P00130984,정권 교체와 일본 외교안보정책의 지속성: 정책 이념과 미일동맹,토가시 아유미,한국정당학회보,2017
P00130997,빅데이터 텍스트마이닝 분석을 통한 스포츠정책 변화 추이 : 문화체육관광부 장관 취임사를 중심으로,김미숙,한국스포츠학회,2019
P00117816,사회 쟁점에 대한 비판적 담론 분석 사드(THADD) 배치 관련 보도에 대한 빅데이터 분석 중심,김영욱,커뮤니케이션 이론,2017
P00010364,외교정책연구의 이론화,김일수,사회과학연구,2015
P00055548,대통령의 정책의제설정 과정에서의 정치 커뮤니케이션과 리더십에 관한 연구:역대 대통령들의 국회연설과 대국민담화에서 표출된 입법적 리더십과 대중적 리더십에 대한 분석을 중심으로,김혁,사이버커뮤니케이션학보,2016
P00130999,스마트폰 중독에 관한 미디어 보도 토픽 모델링 분석2010∼2018년까지 정부 정책 비교를 중심으로,김형지,방송통신연구,2018
P00131000,한미 정권교체에 따른 주한 미대사관 외교문서의 주제와 감정표현 변화: 위키리크스 공개 외교전문의 컴퓨터 언어처리 분석,백영민,언론정보연구,2014
P00053643,한국 공공외교 전략 및 정책 연구: 기초적 유형의 개념화,백우열,국가전략,2017
P00131001,우리나라 국방정책의 핵심이슈 도출 -『2018 국방백서』에 대한 텍스트 네트워크 분석의 적용 -,서호준,한국군사,2019
P00131002,소셜 빅 데이터 분석을 통한 자살 검색 예측모형 개발,송태민,보건복지포럼,2013
P00073656,외교정책결정자의 개인적 특성과 미국의 군사적 개입격차: 오바마 대통령의 크림반도 및 남중국해 대응 비교,이수진,국제관계연구,2019
P00059743,정권 초기의 가치지향과 정책우선순위: 참여정부와 이명박정부의 언어네트워크 비교분석,이창길,한국행정학보,2010
P00131010,빅데이터를 이용한 지역미래전략 수립에 관한 시론적 연구- SNS 및 언론기사 분석을 통하여-,임화진,한국지적정보학회지,2015
P00131011,기후변화 정책 수립 지원을 위한 소셜 빅데이터 분석,정예림,환경정책,2019
P00117594,사드(THAAD) 이슈를 둘러싼 한국과 중국 간 갈등 쟁점의 변화 추이 연구 빅데이터를 이용한 시계열 토픽 모델링과 언어 네트워크 분석 기법으로,정원준,한국광고홍보학보,2018
P00036802,외교정책결정 모형에 관한 연구,조명현,사회과학연구,2000
P00131012,소프트웨어(SW)교육 정책에 대한 토픽 분석 : 부산지역 종합지를 중심으로,홍영희,통계연구,2019
P00035690,통합이론으로서 기능주의와 신기능주의의 국제적 적용상황에 대한 비교연구: 대북통합정책에 주는 정책적 함의,김용우,한국정책과학학회보,2004
P00050062,"일본의 동아시아 지역주의전략: ASEAN+3,EAS 그리고 동아시아 공동체",김기석,국가전략,2007
P00131017,중견국 외교론으로 본 동북아평화협력구상,김치욱,동아연구,2016
P00017188,중국의 다자안보협력에 대한 인식과 실천: 상하이협력기구(SCO)를 중심으로,류동원,국제정치논총,2004
P00048552,다자간 지역안보협력회의의 생성과 구조-유럽의 경험을 통한 동북아에서의구성전망,박병석,전략논총,1994
P00131019,미·중 역학구도와 동북아평화협력구상의 과제,박영호,북한학보,2015
P00131020,동북아플러스책임공동체: 제도화된 협동을 위한 조건과 노력,박창건,국가안보와 전략,2018
P00023872,박근혜 정부의 외교안보정책 구상과 한일관계,박영준,국제관계연구,2013
P00131021,지속가능한 새로운 동북아 다자평화안보체제 추진 방안: 동북아플러스 책임공동체를 중심으로,박형준,한국동북아논총,2019
