paper_uid_after_direct_w,ref_title,ref_author,ref_publisher_or_journal,ref_year
P00246770,북중접경지역개발현황과파급영향,현대경제연구원,경제주평,2011
P00246772,북아시아 지역협력과 시민사회의  협력 과제,김영래,평화학연구,2008
P00245233,한류를 통한 동아시아 평화구축 기여방안 모색:   문화 강국 건설전략을 중심으로,오일환,평화학연구,2006
P00018233,동아시아에서 한류의 확산과 문제점: 문화와 민족주의를 중심으로,이동윤,세계지역연구논총,2007
P00098874,한일 과거사 갈등의 구조와 해법 모색,이원덕,세계지역연구논총,2005
P00246774,북한 사회주의 체제의 생존 전략과 전망,이헌경,통일문제연구,2011
P00241991,세계화와 지역경제블록화에 대한 동북아시아 국가들의대응 방안,이헌경,동아시아:비교와전망,2011
P00246775,일본군의 종군위안부 강제동원 증거와 국제사회의 비판,이헌경,평화학연구,2007
P00246776,세계 화상 네트워크의 성격과 발전 현황,임채완,세계지역연구논총,2005
P00042447,탈냉전기 동북아 질서와 북한의 남북관계에 대한 인식,김갑식,한국정치연구,2010
P00121275,미·중관계의 변화와 동아시아 질서,김일수,한국정치외교사논총,2011
P00015594,중국의 부상과 탈냉전기 중미 양국의 대한반도 동맹전략:동맹전이 이론의 시각에서,박홍서,한국정치학회보,2008
P00047555,동남아시아에 있어서 미·중 패권경쟁과 아세안의 선택,변창구,정치·정보연구,2011
P00048110,중국의 동아시아 전략과 동아시아공동체 구상,변창구,한국동북아논총,2011
P00246784,주한미군 재배치와 동북아 다자안보 협력체,이정윤,전략논단,2004
P00099269,동북아 지역질서의 복합화에 대한 고찰:   구조·행위자·시간축의 재현,이철호,세계지역연구논총,2010
P00246785,2011 화평백서발간의배경과평가,유현정,정세와정책,2011
P00047556,양안관계 개선이 동북아 국제질서에 미치는 영향:  세력전이론을 중심으로,전가림,국제정치논총,2009
P00129888,"미중관계의 과거, 현재, 미래  : 협력자 혹은 경쟁자",주형민,평화연구,2011
P00211903,중국국방백서2010분석과평가,황재호,정세와정책,2011
P00099270,패권국 지위 변화와 동북아 질서 재편: 동북아 다자협력질서의 특징을 중심으로,최종건,한국과 국제정치,2009
P00134989,비스마르크의독일통일(1871) : 국제정치사적연구,김상규,사회과학,2001
P00163060,통독에의 접근과정과 이의 외교사적 의미,김상규,국제정치논총,1990
P00246804,북한 통일정책 연구의 쟁점 : '연방제' 통일방안을 중심으로,박호성,북한연구학회보,2004
P00206459,북한의 종교정책과 종교실태를 통해 본 종교국가화에 관한 연구,윤황,북한연구학회보,2004
P00246810,교도소 출소자를 위한 사회적기업의 교정적 의의,천정환,矯正硏究,2010
P00246815,빈곤해결을 위한 일자리 정책: 사회적기업이 지속가능한 발전,정선희,도시와 빈곤,2006
P00069710,확장된 유럽에서의 사회적기업 : 개념과 현실,Jacques Defourny,국제노동브리프,2004
P00197704,북한이탈주민의 가족문제,김영수,사회과학연구,2000
P00246866,성인지적 관점에서 본 청소년 성 정책,김영란,청소년문화포럼,2006
P00224579,북한이탈여성들의 삶 이야기2: 생존전략을 중심으로한 중국생활체험,김태현,대한가정학회지,2003
P00041626,MMPI 에 나타난 북한이탈주민의 개인차 특성,김현아,통일연구,2004
P00206368,탈북 여성의 방어기제와 정신건강의 관계,김희경,한국심리학회지:여성,2010
P00246867,경상남도 여성정책의 현황과 과제,김혜정,청소년문화포럼,2006
P00246868,탈북가족의 나한사회 적응 시 겪는 어려움과 그에 따른 대처방안,박미석,통일논총,1999
P00205530,중국 내 탈북 여성실태와 지원방안에 관한 연구,백영옥,북한연구학회보,2002
P00246869,학업중단 북한이탈 청소년의 적응과정에 관한 질적연구,양영은,사회복지연구,2010
P00044157,북한이탈 주민의 우울과 사회적 문제해결능력 및 사회적 지지와의 관계,엄태완,정신보건과 사회사업,2004
P00043058,여성이주자의 사회적응과정 연구: 북한이탈주민 사례를 중심으로,이금순,아시아여성연구,2006
P00176977,탈북자 가족 구성원의 가족관계 인식에 관한 조사 연구,이기영,한국사회복지학,2001
P00246870,왜 북한의 여성 탈북자가 많은가?,이애란,한국논단,2010
P00246871,북한이탈주민 대책마련은 통일과정의 시작이다,이영애,자유공론,1996
P00246872,남북한 사회복지 ‘체제’ 비교 연구: 거시-구조적 수준을 중심으로,이철수,북한연구학회보,2009
P00039380,새터민 청소년의 학교 적응 실태와 과제,이향규,인간연구,2007
P00206376,북한이탈여성노인의 남한사회 정착경험에 관한 연구,이현주,한국노년학,2009
P00246873,노인장기요양보험제도와 노인일자리 사업에 대한 담론 분석: 시민권과 성인지적 접근을 중심으로,장수정,노인복지연구,2009
P00246874,"탈북여성의 진로장벽 지각: 연령별, 학력별, 남한거주기간별 차이를 중심으로",전연숙,한국심리학회지:여성,2010
P00207122,북한이탈 주민들의 주요 사회배경에 따른 적응과 자아정체성에 관한 연구,전우택,통일연구,2000
P00037797,환상과 부적응: 탈북 이주민에 대한 남한사회의 인식혼란과 그 영향,정병호,비교문화연구,2004
P00246875,국내의 탈북자 실태와 정부의 과제: 경제적 측면을 중심으로,정주신,통일전략,2003
P00246876,북한 사회복지제도와 사회경제적 계층구조 변화,정우곤,국방연구,2006
P00037800,탈북 여성들의 남한 사회 적응 문제: 결혼 경험자를 중심으로,조영아,한국심리학회지:여성,2005
P00246877,북한이탈 여성주민의 지역사회 적응에 관한 연구  성원권의 시각을 중심으로,조화성,민족연구,2011
P00246878,북한여성의 지위와 역할 변화: 관련 법령분석을 중심으로,최선영,조선대 동북아연구소,2008
P00246879,북한의 여성정책에 관한 연구,황무일,복지행정연구,1999
P00205933,북한이탈여성의 자녀양육경험에 관한 근거이론접근,홍나미,사회복지연구,2010
P00246881,남한 내 북한이탈주민의 3년간 사회적응 추적연구,유시은,통일연구,2005
P00042555,탈북자의 남한사회 적응실태와 정착지원의 새로운 접근,윤인진,한국사회학,1999
P00043058,여성이주자의 사회적응과정 연구:                                   북한이탈주민 사례를 중심으로,이금순,아시아여성연구,2006
P00044796,북한이탈주민의 지방정착지원을 위한 지역사회 자원동원전략:부산지역의 사례를 중심으로,이기영,한국사회복지학,2003
P00246882,소외집단에 대한 정보행태 연구의 방법론적 특성,이제환,한국도서관·정보학회지,2004
P00204450,북한이탈주민여성의 취업지원을 통한 경제적 자립을 위한 연구,장명선,통일문제연구,2010
P00044240,북한 탈북자들의 남한 사회 적응에 관한 연구,전우택,신경정신의학,1997
P00246884,북한이탈주민의 정보빈곤 해소를 위한 정보서비스 방안,조용완,한국도서관·정보학회지,2006
P00037004,다문화시대와 현대시의 새로운 가능성—하종오의 시를 중심으로,류찬열,국제어문,2008
P00026212,한국적 다문화주의의 전개와 특성: 국가와 시민사회의 관계를 중심으로,윤인진,한국사회학,2008
P00246891,윤동주의 시에 나타나는 북간도 체험과   디아스포라 본향의식   - 기독교의식과 현실 대응 양상을 중심으로 -,이길연,한국문예비평연구,2008
P00058049,다문화 사회의 진행 단계와 정책의 관점:  주요국과 한국의 다문화정책 비교 연구,김미나,행정논총,2009
P00246892,결혼 이민 여성의 결혼에 대한 인식-베트남 이민여성에 대한 사례연구,김미희,교육연구논총,2009
P00142138,국제결혼 이주여성의 딜레마와 선택: 베트남과 필리핀 아내의 사례를 중심으로,김민정,한국문화인류학,2006
P00246893,한국 가족의 변화와 지방 사회의 필리핀 아내,김민정,페미니즘연구,2007
P00063183,한국의 여성결혼이민자와 '다문화가족': 다문화주의 논의를 중심으로,김영옥,아시아여성연구,2007
P00159914,농촌과 도시지역 국제결혼이주여성의 가족갈등과 생활만족도 비교 - 전라남도 지역을 중심으로-,김진희,농촌사회,2008
P00033722,국제결혼의 전 지구적 젠더 정치학: 한국 남성과 베트남 여성의 사례를 중심으로,김현미,경제와 사회,2006
P00113747,‘안전한 결혼 이주’?: 몽골 여성들의 한국으로의 이주 과정과 경험,김현미,한국여성학,2008
P00026212,한국적 다문화주의의 전개와 특성: 국가와 시민사회의 관계를 중심으로,윤인진,한국사회학,2008
P00246896,외국인 출신 농촌주부들의 갈등과 적응-필리핀 여성을 중심으로-,윤형숙,지방사와 지방문화,2005
P00246897,초,이나영,국적 페미니즘: 탈식민주의 페미니스트 정치학의 확장,경제와 사회
P00246898,결혼이민자여성의 가정폭력 피해예방 및 피해자 보호를 위한 정책적 지원,이미정,젠더리뷰,2009
P00156087,인정의 정치와 사회 정의,이상환,철학연구,2008
P00113750,혼인이주와 혼인이주 가정의 문제와 대응,이혜경,한국인구학,2005
P00159926,국제혼인 이주여성 피해실태의 원인분석과 해결방안 모색,차옥숭,담론201,2008
P00246899,세계화 시대의 새로운 자산 다문화 가정,장흔성,사회과학논총,2007
P00223776,국제이주에 대한 이론적 재검토: 디아스포라 현상의 통합모형 접근,전형권,한국동북아논총,2008
P00142128,농촌 지역 결혼 이민자 여성의 가족생활과 갈등 및 적응,한건수,한국문화인류학,2006
P00246905,보건복지가족통계연보,보건복지부,,2009
P00246909,제18대 여성의원 의정활동의 방향과 과제: 제17대 여성의원의 의정활동 경험을 토대로,김원홍,젠더리뷰,2008
P00117853,세계의 정치부문 여성할당제와 한국에 주는 시사점,김원홍,젠더리뷰,2011
P00246296,공직선거제도에서 여성후보추천할당제의 타당성 검토  -공직선거법 개정방안을 중심으로-,김재선,세계헌법연구,2010
P00025682,여성정치할당 10년의 성과와 한계,김현희,동향과 전망,2010
P00025683,1. 여성과 정치 그리고 할당제2. －국제적 동향과 쟁점－,문경희,페미니즘연구,2007
P00025684,여성을 위한 적극적 우대조치에 관한 연구,박경순,서강법학연구,2008
P00057572,제도가 여성의 정치대표성 확대에 미치는 영향:  아르헨티나 여성할당제 법을 중심으로,손혜현,국제정치논총,2009
P00088134,한국 여성의 정치참여와 여성정책에 관한 연구 -1960년대부터 현재까지: 정치참여 관련 정책부문,전경옥,한국정치학회보,2003
P00025690,한국 여성정치할당제 제도화 과정 10년의 역사적 고찰,조현옥,동향과 전망,2010
P00092858,법적 양성평등과 성의 정치: 여성관련법 제·개정을 중심으로,조형,한국여성학,1996
P00159252,투표자들은 어떻게 후보자선택을 하는가?:이지과정이론 시각의 분석-투표선택행위와 이지과정,김종림,의정연구,1994
P00246914,2002 대통령선거에서 지역과 세대,온만금,사회연구,2004
P00154123,한국선거에서 나타난 지역주의의 원인과 결과,이남영,한국사회과학,1998
